tweet_id,jpg_url,img_num,prediction,algorithm_number,confidence,Isdog
679777920601223168,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,1,Bull_mastiff,p2,,True
679777920601223168,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,1,French_bulldog,p3,,True
679777920601223168,https://pbs.twimg.com/media/CW8OYajUMAAPRoF.jpg,1,Bloodhound,p1,,True
679828447187857408,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,3,Dalmatian,p2,,True
679828447187857408,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,3,Toy_terrier,p3,,True
679828447187857408,https://pbs.twimg.com/media/CW88XN4WsAAlo8r.jpg,3,Chihuahua,p1,,True
679844490799091713,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,1,Airedale,p1,,True
679844490799091713,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,1,Border_terrier,p2,,True
679844490799091713,https://pbs.twimg.com/media/CW9K9VeVAAE0j-x.jpg,1,Toy_poodle,p3,,True
679854723806179328,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,1,Ram,p2,,False
679854723806179328,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,1,Llama,p1,,False
679854723806179328,https://pbs.twimg.com/media/CW9UQ7oWkAAErmU.jpg,1,Chow,p3,,True
679862121895714818,https://pbs.twimg.com/media/CW9a_h1WwAApmAy.jpg,1,Entlebucher,p1,0.5232060000000001,True
679862121895714818,https://pbs.twimg.com/media/CW9a_h1WwAApmAy.jpg,1,Appenzeller,p3,0.0442079,True
679862121895714818,https://pbs.twimg.com/media/CW9a_h1WwAApmAy.jpg,1,Greater_swiss_mountain_dog,p2,0.431657,True
679877062409191424,https://pbs.twimg.com/media/CW9olDsUsAA0XSf.jpg,1,Hog,p1,,True
679877062409191424,https://pbs.twimg.com/media/CW9olDsUsAA0XSf.jpg,1,Lumbermill,p3,,True
679877062409191424,https://pbs.twimg.com/media/CW9olDsUsAA0XSf.jpg,1,Hay,p2,0.0601778,True
680055455951884288,https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,1,Great_pyrenees,p2,0.00183395,True
680055455951884288,https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,1,Samoyed,p1,0.995466,True
680055455951884288,https://pbs.twimg.com/media/CW-ZRC_WQAAyFrL.jpg,1,Pomeranian,p3,0.0006669489999999999,True
680070545539371008,https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg,1,Earthstar,p1,0.127701,True
680070545539371008,https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg,1,Bubble,p3,,True
680070545539371008,https://pbs.twimg.com/media/CW-dU34WQAANBGy.jpg,1,Shih-tzu,p2,,True
680085611152338944,https://pbs.twimg.com/media/CXAiiHUWkAIN_28.jpg,3,Pillow,p1,0.778113,False
680085611152338944,https://pbs.twimg.com/media/CXAiiHUWkAIN_28.jpg,3,Wallet,p3,0.0493258,True
680085611152338944,https://pbs.twimg.com/media/CXAiiHUWkAIN_28.jpg,3,Apron,p2,0.0950228,True
680100725817409536,https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg,1,Pomeranian,p3,,True
680100725817409536,https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg,1,Golden_retriever,p1,0.6989609999999999,True
680100725817409536,https://pbs.twimg.com/media/CW-loUBWYAAn2Cb.jpg,1,Chow,p2,,True
680115823365742593,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,1,Pug,p1,,True
680115823365742593,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,1,Boston_bull,p3,2.8152800000000006e-05,True
680115823365742593,https://pbs.twimg.com/media/CXBBurSWMAELewi.jpg,1,French_bulldog,p2,0.000543615,True
680130881361686529,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,1,West_highland_white_terrier,p2,,True
680130881361686529,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,1,Shih-tzu,p3,,True
680130881361686529,https://pbs.twimg.com/media/CXBPbVtWAAA2Vus.jpg,1,Maltese_dog,p1,,True
680145970311643136,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,1,Maltese_dog,p3,,True
680145970311643136,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,1,Toy_poodle,p2,,True
680145970311643136,https://pbs.twimg.com/media/CXBdJxLUsAAWql2.jpg,1,Miniature_poodle,p1,,True
680161097740095489,https://pbs.twimg.com/media/CXBq6RPWkAAaNuU.jpg,1,Bluetick,p1,,True
680161097740095489,https://pbs.twimg.com/media/CXBq6RPWkAAaNuU.jpg,1,Miniature_pinscher,p2,0.125652,True
680161097740095489,https://pbs.twimg.com/media/CXBq6RPWkAAaNuU.jpg,1,English_setter,p3,0.0893727,True
680176173301628928,https://pbs.twimg.com/media/CXB4nWnWEAAhLTX.jpg,1,Mask,p2,,True
680176173301628928,https://pbs.twimg.com/media/CXB4nWnWEAAhLTX.jpg,1,Feather_boa,p3,,True
680176173301628928,https://pbs.twimg.com/media/CXB4nWnWEAAhLTX.jpg,1,Christmas_stocking,p1,0.207547,True
680191257256136705,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,1,Brittany_spaniel,p1,,True
680191257256136705,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,1,Welsh_springer_spaniel,p2,,True
680191257256136705,https://pbs.twimg.com/media/CXCGVXyWsAAAVHE.jpg,1,English_springer,p3,,True
680206703334408192,https://pbs.twimg.com/media/CXCUYcRW8AAObYM.jpg,1,Christmas_stocking,p1,0.149758,True
680206703334408192,https://pbs.twimg.com/media/CXCUYcRW8AAObYM.jpg,1,Teddy,p3,,True
680206703334408192,https://pbs.twimg.com/media/CXCUYcRW8AAObYM.jpg,1,Cloak,p2,0.12883,False
680221482581123072,https://pbs.twimg.com/media/CXCh0QZW8AALdXm.jpg,1,Hen,p2,,True
680221482581123072,https://pbs.twimg.com/media/CXCh0QZW8AALdXm.jpg,1,Bubble,p1,,True
680221482581123072,https://pbs.twimg.com/media/CXCh0QZW8AALdXm.jpg,1,Abaya,p3,,True
680440374763077632,https://pbs.twimg.com/ext_tw_video_thumb/680440290977693696/pu/img/B900g7b-n-zhnwi5.jpg,1,Radiator,p2,,False
680440374763077632,https://pbs.twimg.com/ext_tw_video_thumb/680440290977693696/pu/img/B900g7b-n-zhnwi5.jpg,1,Space_heater,p1,,False
680440374763077632,https://pbs.twimg.com/ext_tw_video_thumb/680440290977693696/pu/img/B900g7b-n-zhnwi5.jpg,1,Electric_fan,p3,,True
680473011644985345,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,1,Lakeland_terrier,p1,0.796694,True
680473011644985345,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,1,West_highland_white_terrier,p2,0.138709,True
680473011644985345,https://pbs.twimg.com/media/CXGGlzvWYAArPfk.jpg,1,Norwich_terrier,p3,,True
680494726643068929,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,1,Samoyed,p2,0.111622,True
680494726643068929,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,1,Great_pyrenees,p3,,True
680494726643068929,https://pbs.twimg.com/media/CXGaVxOWAAADjhF.jpg,1,Kuvasz,p1,,True
680497766108381184,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,1,Muzzle,p2,,True
680497766108381184,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,1,Chihuahua,p1,0.538354,True
680497766108381184,https://pbs.twimg.com/media/CXGdG0aWcAEbOO1.jpg,1,Ski_mask,p3,,True
680583894916304897,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,1,Hippopotamus,p3,,True
680583894916304897,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,1,Bathtub,p2,0.032351099999999994,False
680583894916304897,https://pbs.twimg.com/media/CXHrcFYWcAEE5_L.jpg,1,Tub,p1,,False
680609293079592961,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,1,French_bulldog,p1,,True
680609293079592961,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,1,Chihuahua,p2,,True
680609293079592961,https://pbs.twimg.com/media/CXICiB9UwAE1sKY.jpg,1,American_staffordshire_terrier,p3,0.039618699999999986,True
680798457301471234,https://pbs.twimg.com/media/CXKuiyHUEAAMAGa.jpg,1,Hog,p2,,False
680798457301471234,https://pbs.twimg.com/media/CXKuiyHUEAAMAGa.jpg,1,Ox,p3,0.0674551,True
680798457301471234,https://pbs.twimg.com/media/CXKuiyHUEAAMAGa.jpg,1,Ram,p1,,True
680801747103793152,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,1,Pug,p1,,True
680801747103793152,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,1,Labrador_retriever,p2,,True
680801747103793152,https://pbs.twimg.com/media/CXKxkseW8AAjAMY.jpg,1,Staffordshire_bullterrier,p3,,True
680836378243002368,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,3,Shetland_sheepdog,p2,,True
680836378243002368,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,3,Pembroke,p1,0.427781,True
680836378243002368,https://pbs.twimg.com/media/CXLREjOW8AElfk6.jpg,3,Pomeranian,p3,0.11125,True
680889648562991104,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,1,Shetland_sheepdog,p1,,True
680889648562991104,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,1,Collie,p2,,True
680889648562991104,https://pbs.twimg.com/media/CXMBhXfWEAA4mMI.jpg,1,Pomeranian,p3,,True
680913438424612864,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,1,Chihuahua,p3,,True
680913438424612864,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,1,Golden_retriever,p2,,True
680913438424612864,https://pbs.twimg.com/media/CXMXKKHUMAA1QN3.jpg,1,Pomeranian,p1,0.615678,True
680934982542561280,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,1,Beagle,p3,,True
680934982542561280,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,1,Labrador_retriever,p1,,True
680934982542561280,https://pbs.twimg.com/media/CXMqwIQWcAA2iE0.jpg,1,Siberian_husky,p2,0.0559251,True
680940246314430465,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,1,Toy_poodle,p3,,True
680940246314430465,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,1,Soft-coated_wheaten_terrier,p1,0.289598,True
680940246314430465,https://pbs.twimg.com/media/CXMvio7WQAAPZJj.jpg,1,West_highland_white_terrier,p2,,True
680959110691590145,https://pbs.twimg.com/media/CXNAsm6WsAEST9R.jpg,2,Feather_boa,p2,,True
680959110691590145,https://pbs.twimg.com/media/CXNAsm6WsAEST9R.jpg,2,Carousel,p1,,True
680959110691590145,https://pbs.twimg.com/media/CXNAsm6WsAEST9R.jpg,2,Pug,p3,,True
680970795137544192,https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg,1,Pug,p1,0.713102,True
680970795137544192,https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg,1,Quilt,p3,,True
680970795137544192,https://pbs.twimg.com/media/CXNLU6wWkAE0OkJ.jpg,1,Whippet,p2,0.05742630000000001,True
681193455364796417,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,1,Schipperke,p3,0.000814,True
681193455364796417,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,1,Keeshond,p2,,True
681193455364796417,https://pbs.twimg.com/media/CXQV03pWYAAVniz.jpg,1,Pomeranian,p1,,True
681231109724700672,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,1,Airedale,p3,,True
681231109724700672,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,1,Irish_setter,p1,,True
681231109724700672,https://pbs.twimg.com/media/CXQ4EwQWwAEVaUf.jpg,1,Cocker_spaniel,p2,,True
681242418453299201,https://pbs.twimg.com/media/CXRCXesVAAArSXt.jpg,1,Motor_scooter,p1,,True
681242418453299201,https://pbs.twimg.com/media/CXRCXesVAAArSXt.jpg,1,Assault_rifle,p3,,True
681242418453299201,https://pbs.twimg.com/media/CXRCXesVAAArSXt.jpg,1,Rifle,p2,,False
681261549936340994,https://pbs.twimg.com/media/CXRTw_5WMAAUDVp.jpg,1,Tibetan_terrier,p1,0.382101,True
681261549936340994,https://pbs.twimg.com/media/CXRTw_5WMAAUDVp.jpg,1,Miniature_poodle,p2,,True
681261549936340994,https://pbs.twimg.com/media/CXRTw_5WMAAUDVp.jpg,1,Maltese_dog,p3,,True
681281657291280384,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,1,Great_pyrenees,p3,,True
681281657291280384,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,1,Saint_bernard,p1,,True
681281657291280384,https://pbs.twimg.com/media/CXRmDfWWMAADCdc.jpg,1,Pekinese,p2,0.000391312,True
681297372102656000,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,1,Shih-tzu,p2,,True
681297372102656000,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,1,Pomeranian,p3,,True
681297372102656000,https://pbs.twimg.com/media/CXR0WJ_W8AMd_O8.jpg,1,Lhasa,p1,,True
681302363064414209,https://pbs.twimg.com/media/CXR44l9WcAAcG_N.jpg,1,Frilled_lizard,p1,,True
681302363064414209,https://pbs.twimg.com/media/CXR44l9WcAAcG_N.jpg,1,Axolotl,p3,,True
681302363064414209,https://pbs.twimg.com/media/CXR44l9WcAAcG_N.jpg,1,Tailed_frog,p2,,False
681320187870711809,https://pbs.twimg.com/media/CXSJGAQUQAAoG9Q.jpg,1,Samoyed,p1,0.362596,True
681320187870711809,https://pbs.twimg.com/media/CXSJGAQUQAAoG9Q.jpg,1,Siberian_husky,p3,,True
681320187870711809,https://pbs.twimg.com/media/CXSJGAQUQAAoG9Q.jpg,1,Eskimo_dog,p2,,True
681339448655802368,https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg,1,Labrador_retriever,p2,,True
681339448655802368,https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg,1,Seat_belt,p1,0.5324409999999999,False
681339448655802368,https://pbs.twimg.com/media/CXSanNkWkAAqR9M.jpg,1,Kuvasz,p3,,True
681523177663676416,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,1,Norfolk_terrier,p1,,True
681523177663676416,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,1,Chow,p3,,True
681523177663676416,https://pbs.twimg.com/media/CXVBtX_WwAEuqbP.jpg,1,German_shepherd,p2,,True
681579835668455424,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,1,Labrador_retriever,p2,,True
681579835668455424,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,1,Rottweiler,p1,,True
681579835668455424,https://pbs.twimg.com/media/CXV1Ot_W8AEpkQO.jpg,1,Staffordshire_bullterrier,p3,,True
681610798867845120,https://pbs.twimg.com/media/CXWRZBgWkAEHMea.jpg,1,Miniature_poodle,p2,,True
681610798867845120,https://pbs.twimg.com/media/CXWRZBgWkAEHMea.jpg,1,Toy_poodle,p1,0.8217040000000001,True
681610798867845120,https://pbs.twimg.com/media/CXWRZBgWkAEHMea.jpg,1,Yorkshire_terrier,p3,0.0148472,True
681654059175129088,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,1,Pekinese,p3,,True
681654059175129088,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,1,Pomeranian,p1,,True
681654059175129088,https://pbs.twimg.com/media/CXW4wGHWsAE_eBD.jpg,1,Chow,p2,0.146892,True
681679526984871937,https://pbs.twimg.com/media/CXXP5O4WEAA4dgS.jpg,1,Birdhouse,p1,0.472351,True
681679526984871937,https://pbs.twimg.com/media/CXXP5O4WEAA4dgS.jpg,1,Teddy,p2,0.142058,False
681679526984871937,https://pbs.twimg.com/media/CXXP5O4WEAA4dgS.jpg,1,Pot,p3,,False
681694085539872773,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,1,Miniature_poodle,p2,0.0608572,True
681694085539872773,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,1,Toy_poodle,p1,,True
681694085539872773,https://pbs.twimg.com/media/CXXdJ7CVAAALu23.jpg,1,Maltese_dog,p3,,True
681891461017812993,https://pbs.twimg.com/media/CXaQqGbWMAAKEgN.jpg,1,Toy_terrier,p3,,True
681891461017812993,https://pbs.twimg.com/media/CXaQqGbWMAAKEgN.jpg,1,Chihuahua,p1,,True
681891461017812993,https://pbs.twimg.com/media/CXaQqGbWMAAKEgN.jpg,1,Doormat,p2,0.13431600000000002,True
681981167097122816,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,1,Labrador_retriever,p1,,True
681981167097122816,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,1,Golden_retriever,p2,,True
681981167097122816,https://pbs.twimg.com/media/CXbiQHmWcAAt6Lm.jpg,1,Beagle,p3,0.0694857,True
682003177596559360,https://pbs.twimg.com/media/CXb2RcDUsAEnkJb.jpg,1,Triceratops,p1,,False
682003177596559360,https://pbs.twimg.com/media/CXb2RcDUsAEnkJb.jpg,1,Mask,p3,0.050221,True
682003177596559360,https://pbs.twimg.com/media/CXb2RcDUsAEnkJb.jpg,1,Chimpanzee,p2,,False
682032003584274432,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,1,Groenendael,p2,0.000676435,True
682032003584274432,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,1,Miniature_pinscher,p3,,True
682032003584274432,https://pbs.twimg.com/media/CXcQfUNUQAEwFoQ.jpg,1,Schipperke,p1,,True
682047327939461121,https://pbs.twimg.com/media/CXcebTeWsAUQJ-J.jpg,1,Doormat,p2,0.119243,False
682047327939461121,https://pbs.twimg.com/media/CXcebTeWsAUQJ-J.jpg,1,Teddy,p1,0.364095,True
682047327939461121,https://pbs.twimg.com/media/CXcebTeWsAUQJ-J.jpg,1,Toyshop,p3,0.035127099999999994,True
682059653698686977,https://pbs.twimg.com/media/CXcpovWWMAAMcfv.jpg,2,Jigsaw_puzzle,p1,0.995873,True
682059653698686977,https://pbs.twimg.com/media/CXcpovWWMAAMcfv.jpg,2,Pizza,p3,0.00043248,True
682059653698686977,https://pbs.twimg.com/media/CXcpovWWMAAMcfv.jpg,2,Siamese_cat,p2,,True
682242692827447297,https://pbs.twimg.com/media/CXfQG_fW8AAjVhV.jpg,1,Scuba_diver,p3,,True
682242692827447297,https://pbs.twimg.com/media/CXfQG_fW8AAjVhV.jpg,1,Snorkel,p1,,True
682242692827447297,https://pbs.twimg.com/media/CXfQG_fW8AAjVhV.jpg,1,Loggerhead,p2,,True
682259524040966145,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,1,Siberian_husky,p1,0.43967,True
682259524040966145,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,1,Eskimo_dog,p2,0.340474,True
682259524040966145,https://pbs.twimg.com/media/CXffar9WYAArfpw.jpg,1,Malamute,p3,,True
682303737705140231,https://pbs.twimg.com/media/CXgHoLnWAAA8i52.jpg,1,Airedale,p3,,True
682303737705140231,https://pbs.twimg.com/media/CXgHoLnWAAA8i52.jpg,1,Seat_belt,p1,,True
682303737705140231,https://pbs.twimg.com/media/CXgHoLnWAAA8i52.jpg,1,Lakeland_terrier,p2,,True
682389078323662849,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,1,Great_dane,p3,0.0621789,True
682389078323662849,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,1,Curly-coated_retriever,p1,0.482288,True
682389078323662849,https://pbs.twimg.com/media/CXhVKtvW8AAyiyK.jpg,1,Flat-coated_retriever,p2,0.315286,True
682393905736888321,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,1,Paddle,p2,0.0902864,False
682393905736888321,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,1,Rhodesian_ridgeback,p3,,True
682393905736888321,https://pbs.twimg.com/media/CXhZom1UwAA4Zz6.jpg,1,Vizsla,p1,,True
682406705142087680,https://pbs.twimg.com/media/CXhlRmRUMAIYoFO.jpg,1,Wombat,p1,0.709344,True
682406705142087680,https://pbs.twimg.com/media/CXhlRmRUMAIYoFO.jpg,1,Beaver,p3,,True
682406705142087680,https://pbs.twimg.com/media/CXhlRmRUMAIYoFO.jpg,1,Koala,p2,,True
682429480204398592,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,1,Whippet,p1,,True
682429480204398592,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,1,Mexican_hairless,p3,,True
682429480204398592,https://pbs.twimg.com/media/CXh5_dDWQAIbU-J.jpg,1,Italian_greyhound,p2,0.314091,True
682638830361513985,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,1,Cardigan,p2,0.411182,True
682638830361513985,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,1,English_springer,p1,,True
682638830361513985,https://pbs.twimg.com/media/CXk4W0qWYAMEMEs.jpg,1,Border_collie,p3,,True
682662431982772225,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,1,Cardigan,p2,,True
682662431982772225,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,1,Basset,p3,0.16761800000000002,True
682662431982772225,https://pbs.twimg.com/media/CXlN1-EWMAQdwXK.jpg,1,Beagle,p1,0.413824,True
682697186228989953,https://pbs.twimg.com/media/CXltdtaWYAIuX_V.jpg,1,Torch,p2,,False
682697186228989953,https://pbs.twimg.com/media/CXltdtaWYAIuX_V.jpg,1,Cliff,p3,0.0903855,False
682697186228989953,https://pbs.twimg.com/media/CXltdtaWYAIuX_V.jpg,1,Bald_eagle,p1,,False
682750546109968385,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,1,English_springer,p2,,True
682750546109968385,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,1,English_setter,p1,0.947198,True
682750546109968385,https://pbs.twimg.com/media/CXmd_bsWkAEEXck.jpg,1,Brittany_spaniel,p3,,True
682788441537560576,https://pbs.twimg.com/media/CXnAdosWAAEMGCM.jpg,1,Orange,p2,,True
682788441537560576,https://pbs.twimg.com/media/CXnAdosWAAEMGCM.jpg,1,Toyshop,p1,,True
682788441537560576,https://pbs.twimg.com/media/CXnAdosWAAEMGCM.jpg,1,Teddy,p3,,False
682962037429899265,https://pbs.twimg.com/media/CXpeVzQW8AApKYb.jpg,1,Chihuahua,p2,,True
682962037429899265,https://pbs.twimg.com/media/CXpeVzQW8AApKYb.jpg,1,Dingo,p1,,True
682962037429899265,https://pbs.twimg.com/media/CXpeVzQW8AApKYb.jpg,1,Loupe,p3,,True
683030066213818368,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,1,Bull_mastiff,p2,0.193804,True
683030066213818368,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,1,French_bulldog,p3,0.0551937,True
683030066213818368,https://pbs.twimg.com/media/CXqcOHCUQAAugTB.jpg,1,Boxer,p1,,True
683078886620553216,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,1,Koala,p1,,True
683078886620553216,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,1,Wallaby,p3,,True
683078886620553216,https://pbs.twimg.com/media/CXrIntsUsAEkv0d.jpg,1,Eskimo_dog,p2,,True
683098815881154561,https://pbs.twimg.com/media/CXrawAhWkAAWSxC.jpg,1,Golden_retriever,p1,,True
683098815881154561,https://pbs.twimg.com/media/CXrawAhWkAAWSxC.jpg,1,Labrador_retriever,p3,,True
683098815881154561,https://pbs.twimg.com/media/CXrawAhWkAAWSxC.jpg,1,Kuvasz,p2,0.0530082,True
683111407806746624,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,1,Soft-coated_wheaten_terrier,p2,0.0286048,True
683111407806746624,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,1,Cocker_spaniel,p1,,True
683111407806746624,https://pbs.twimg.com/media/CXrmMSpUwAAdeRj.jpg,1,Miniature_schnauzer,p3,,True
683142553609318400,https://pbs.twimg.com/media/CXsChyjW8AQJ16C.jpg,1,Chow,p2,,True
683142553609318400,https://pbs.twimg.com/media/CXsChyjW8AQJ16C.jpg,1,German_shepherd,p3,0.0796619,True
683142553609318400,https://pbs.twimg.com/media/CXsChyjW8AQJ16C.jpg,1,Leonberg,p1,,True
683357973142474752,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,1,Pembroke,p1,0.406509,True
683357973142474752,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,1,Siberian_husky,p3,,True
683357973142474752,https://pbs.twimg.com/media/CXvGbWeWMAcRbyJ.jpg,1,Cardigan,p2,,True
683391852557561860,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,1,Pug,p3,,True
683391852557561860,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,1,French_bulldog,p1,,True
683391852557561860,https://pbs.twimg.com/media/CXvlQ2zW8AAE0tp.jpg,1,Boston_bull,p2,,True
683449695444799489,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,1,Golden_retriever,p3,,True
683449695444799489,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,1,Soft-coated_wheaten_terrier,p2,,True
683449695444799489,https://pbs.twimg.com/media/CXwZ3pbWsAAriTv.jpg,1,Lakeland_terrier,p1,0.303512,True
683462770029932544,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,1,German_short-haired_pointer,p3,,True
683462770029932544,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,1,Whippet,p2,,True
683462770029932544,https://pbs.twimg.com/media/CXwlw9MWsAAc-JB.jpg,1,Italian_greyhound,p1,,True
683481228088049664,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,1,Chow,p2,,True
683481228088049664,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,1,Keeshond,p1,,True
683481228088049664,https://pbs.twimg.com/media/CXw2jSpWMAAad6V.jpg,1,German_shepherd,p3,,True
683498322573824003,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,1,Airedale,p1,,True
683498322573824003,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,1,Irish_terrier,p2,,True
683498322573824003,https://pbs.twimg.com/media/CXxGGOsUwAAr62n.jpg,1,Lakeland_terrier,p3,,True
683742671509258241,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,1,Cardigan,p2,,True
683742671509258241,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,1,Cocker_spaniel,p3,,True
683742671509258241,https://pbs.twimg.com/media/CX0kVRxWYAAWWZi.jpg,1,Pembroke,p1,,True
683773439333797890,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,1,Labrador_retriever,p2,,True
683773439333797890,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,1,Schipperke,p3,,True
683773439333797890,https://pbs.twimg.com/media/CX1AUQ2UAAAC6s-.jpg,1,Miniature_pinscher,p1,,True
683828599284170753,https://pbs.twimg.com/media/CX1ye7HUMAADDzh.jpg,1,Malamute,p1,0.577376,True
683828599284170753,https://pbs.twimg.com/media/CX1ye7HUMAADDzh.jpg,1,Siberian_husky,p2,0.287131,True
